Accession,Organism_Name,Submitters,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Molecule_type,Length,Genotype,Protein,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
USF36059,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-06-15,BA.2.31,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDC-LC0687932,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),43,,ORF7b protein,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-05-24
WBE72183,Severe acute respiratory syndrome coronavirus 2,"Matzinger,S.R., Bankers,L., Rossheim,A., Hetherington-Rauth,M.C., Smith,A., Bogale,H.N., Baird,S., Polanco,D.",2023-01-03,BF.7.4.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CO-CDPHE-2103718925,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),61,,ORF6 protein,USA,USA,,Homo sapiens,,2022-11-12
UIG13731,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2022-01-07,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,GA-CDC-ASC210638801,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),419,,nucleocapsid phosphoprotein,USA: Georgia,USA,GA,Homo sapiens,,2021-12-22
UTE12836,Severe acute respiratory syndrome coronavirus 2,Direct Submission,2022-12-31,AY.103,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PV33462,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),43,,ORF7b protein,USA,USA,,Homo sapiens,oronasopharynx,2021-07-29
UJT02917,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-01-27,BA.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,NY-CDC-LC0480036,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),61,,ORF6 protein,USA: New York,USA,NY,Homo sapiens,oronasopharynx,2022-01-11
URB01171,Severe acute respiratory syndrome coronavirus 2,"Guarischi,R., Pierre,P., Bonaldi,A., Oliveira,C., Histrov,A., Yamamoto,L., Salazar,R., Lopes,A., Levi,J.",2022-05-24,AY.99.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,DF-NVBS6888GENOV045616213574,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),4405,,ORF1a polyprotein,Brazil,Brazil,,Homo sapiens,,2021-09-01
UIA56639,Severe acute respiratory syndrome coronavirus 2,"Bankers,L., Hetherington-Rauth,M.C., Ir,D., Alexandria,R., Michael,M.A., Waters,M., Smith,A., Matzinger,S.R., Travanty,E.A.",2022-01-04,AY.3,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,CO-CDPHE-2102305248,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),419,,nucleocapsid phosphoprotein,USA,USA,,Homo sapiens,,2021-11-19
WWQ51194,Severe acute respiratory syndrome coronavirus 2,"Matzinger,S.R., Bankers,L., Rossheim,A., Hetherington-Rauth,M.C., Smith,A., Baird,S., Polanco,D.",2024-03-01,JN.1.4.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CO-CDPHE-41699824,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),4402,,ORF1a polyprotein,USA,USA,,Homo sapiens,,2024-02-04
QYX41424,Severe acute respiratory syndrome coronavirus 2,"Feehan,A., Crabtree,J., Rose,R., Lain,B., Huston,C., Moot,S., Nolan,D.J., LaFleur,T., Diaz,J.G., Miele,L., Lamers,S.L.",2021-08-14,AY.25,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,LSUH900068,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF8 protein,"USA: Louisiana, St Landry",USA,LA,Homo sapiens,oronasopharynx,2021-07-26
UTZ46451,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-07-26,BA.4.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,PA-CDC-LC0777726,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),222,,membrane glycoprotein,USA: Pennsylvania,USA,PA,Homo sapiens,oronasopharynx,2022-07-05
UUH01816,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-08-02,BA.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDC-QDX39079305,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF8 protein,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-07-14
UST00088,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-06-29,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,MO-CDC-QDX37910978,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF7a protein,USA: Missouri,USA,MO,Homo sapiens,oronasopharynx,2022-06-07
UXM08001,Severe acute respiratory syndrome coronavirus 2,"Smith,E.",2022-09-27,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDPH-500066179,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),275,,ORF3a protein,USA,USA,,Homo sapiens,,2022-06-27
UWL03495,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",2022-09-09,BA.5.2.31,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,TX-CDC-STM-QXTJRRXRM,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF8 protein,USA: Texas,USA,TX,Homo sapiens,oronasopharynx,2022-08-27
URC77165,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-05-24,BA.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,AK-CDC-LC0634686,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),416,,nucleocapsid phosphoprotein,USA: Alaska,USA,AK,Homo sapiens,oronasopharynx,2022-05-10
UPX97487,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",2022-05-06,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,FL-CDC-STM-M6RRWHHEJ,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),416,,nucleocapsid phosphoprotein,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2022-04-20
UQH24906,Severe acute respiratory syndrome coronavirus 2,"Bowers,J., Van Tassel,B., Yaglom,H., Sprenkle,M., Centner,H., Pfeiffer,A., Folkerts,M., French,C., Jasso-Selles,D., Porter,T., Lemmer,D., Driebe,E., Engelthaler,D.",2022-05-10,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,TG1127670,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),222,,membrane glycoprotein,"USA: Arizona, Coconino",USA,AZ,Homo sapiens,,2022-01-01
QUD14627,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Jain,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.",2021-04-22,B.1.526,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDC-LC0039719,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),4402,,ORF1a polyprotein,USA: California,USA,CA,Homo sapiens,oronasopharynx,2021-03-31
UWL94461,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-09-09,BA.5.2.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDC-QDX40703708,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),222,,membrane glycoprotein,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-08-22
UTI12310,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-07-12,BE.3,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,FL-CDC-LC0743639,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),222,,membrane glycoprotein,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2022-06-20
UQG87143,Severe acute respiratory syndrome coronavirus 2,"Bowers,J., Van Tassel,B., Yaglom,H., Sprenkle,M., Centner,H., Pfeiffer,A., Folkerts,M., French,C., Jasso-Selles,D., Porter,T., Lemmer,D., Driebe,E., Engelthaler,D.",2022-05-10,AY.44,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,TG1081115,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),119,,ORF8 protein,"USA: Arizona, Cochise",USA,AZ,Homo sapiens,,2021-10-22
ULL69693,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Tugwell,M., Moon,L., Paden,C.R., MacCannell,D.",2022-02-22,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CO-CDC-MMB14051269,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF7a protein,USA: Colorado,USA,CO,Homo sapiens,oronasopharynx,2022-01-31
UZS28932,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",2022-11-21,BA.4.6,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,MN-CDC-STM-UHDD5VQEX,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),43,,ORF7b protein,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,2022-11-07
UVC84788,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-08-19,BA.5.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,NC-CDC-QDX39705157,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),222,,membrane glycoprotein,USA: North Carolina,USA,NC,Homo sapiens,oronasopharynx,2022-08-01
QVO95622,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-05-21,B.1.575,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,MA-CDC-ASC210001102,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),275,,ORF3a protein,USA: Massachusetts,USA,MA,Homo sapiens,,2021-03-03
WAK21431,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-12-08,BQ.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,MO-CDC-LC0943019,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),222,,membrane glycoprotein,USA: Missouri,USA,MO,Homo sapiens,oronasopharynx,2022-11-20
USO33268,Severe acute respiratory syndrome coronavirus 2,"Hudson,E., Lauer,W., Canner,J.P., Chariker,J.H., Neupane,A., Rouchka,E.C., Smith,M.L.",2022-06-25,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,KY-GD_02638,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF7a protein,USA,USA,,Homo sapiens,oronasopharynx,2022-02-28
WAR98178,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-12-15,BQ.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,NY-CDC-QDX44066323,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),43,,ORF7b protein,USA: New York,USA,NY,Homo sapiens,oronasopharynx,2022-11-28
WBB13355,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",2022-12-28,BQ.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDC-STM-P4JCMN9FD,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),222,,membrane glycoprotein,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-12-12
WVR55476,Severe acute respiratory syndrome coronavirus 2,"Andersen,K.",2024-02-07,BA.2.9,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,SEARCH-89247,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),4402,,ORF1a polyprotein,USA,USA,,Homo sapiens,,2022-04-23
UFT25630,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.",2021-12-05,AY.103,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDC-FG-179081,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),7096,,ORF1ab polyprotein,USA: California,USA,CA,Homo sapiens,oronasopharynx,2021-11-24
QWS15464,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L., Livingston,K., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2021-06-15,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,AZ-CDC-QDX25128824,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),61,,ORF6 protein,USA: Arizona,USA,AZ,Homo sapiens,oronasopharynx,2021-05-16
WMP14458,Severe acute respiratory syndrome coronavirus 2,"Marques,A.D., Everett,J.K., Sobel-Leonard,A., Cook,E., Graham-Wooten,J., Khatib,L.A., Fitzgerald,A.S., Kelly,B., Collman,R.G., Bushman,F.D., Moncla,L.H.",2023-08-30,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,VSP3909,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),75,,envelope protein,USA: PA,USA,PA,Homo sapiens,,2022-08-14
BDM20110,Severe acute respiratory syndrome coronavirus 2,"Goto,T., Tani,N.",2022-06-15,AY.29,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,Pt8,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),4405,,ORF1a polyprotein,Japan,Japan,,Homo sapiens,oronasopharynx,2021-09-17
USM42888,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-06-23,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDC-LC0703276,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF7a protein,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-06-04
UJN42174,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-01-24,BA.1.18,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,OK-CDC-LC0459485,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF8 protein,USA: Oklahoma,USA,OK,Homo sapiens,oronasopharynx,2021-12-29
