Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
OM411378,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,1/27/2022,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-LC0484162,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29653,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,1/11/2022
ON289598,Severe acute respiratory syndrome coronavirus 2,"Levasseur,A.","Aix Marseille University, Aix Marseille University (AMU) - Faculty of Medicine - MEPHI - IHU - APHM",France,4/20/2022,B.1.160,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,IHUCOVID-043236_Nova1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29702,GenBank,complete,,France,France,,Homo sapiens,,1/28/2021
OL773883,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,12/8/2021,AY.117,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-FG-180150,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29812,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,11/29/2021
OP192263,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,8/10/2022,BA.5.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,FL-CDC-QDX39413378,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29718,GenBank,complete,,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,7/24/2022
OY352878,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,7/19/2023,AY.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29890,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,9/1/2021
OP928780,Severe acute respiratory syndrome coronavirus 2,"Sullivan,T.J.","Dartmouth College, Department of Biomedical Data Science, Geisel School of Medicine",USA,12/1/2022,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,TB-90006910,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29820,GenBank,complete,,USA,USA,,Homo sapiens,oronasopharynx,12/27/2021
OY498200,Severe acute respiratory syndrome coronavirus 2,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,7/26/2023,BA.1.16,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29874,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,1/21/2022
OX759427,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/18/2023,FL.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29847,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,3/14/2023
OX606696,Severe acute respiratory syndrome coronavirus 2,,"Lab Block Level 5 , Addenbrookes Hospital, Hills Road, Cambridge, UK Cb2 0Qq",,5/14/2023,AY.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29891,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,7/19/2021
OD912872,Severe acute respiratory syndrome coronavirus 2,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,4/29/2021,B.1.177,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,12/16/2020
ON110146,Severe acute respiratory syndrome coronavirus 2,"Garfin,J., Plumb,M., Pung,K., Horn,E., Namugenyi,S., Mondelli,A., Hwang,H., Wang,X.","Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab",USA,3/30/2022,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,MN-MDH-23213,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29747,GenBank,complete,,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,3/14/2022
OW849672,Severe acute respiratory syndrome coronavirus 2,,"Science Park of Comenius University of Bratislava, Ilkovicova 8, 841 04 Bratislava",Slovakia,5/14/2022,BA.2.9,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,RNA,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29876,GenBank,complete,,Slovakia,Slovakia,,Homo sapiens,,5/3/2022
OM841907,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Tugwell,M., Moon,L., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2/27/2022,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CO-CDC-MMB13996512,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29779,GenBank,complete,,USA: Colorado,USA,CO,Homo sapiens,oronasopharynx,1/28/2022
OM878899,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,3/2/2022,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-FG-280826,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29682,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,2/15/2022
OY565800,Severe acute respiratory syndrome coronavirus 2,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,7/29/2023,BA.1.17,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29873,GenBank,complete,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,12/17/2021
OX820819,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/19/2023,unclassifiable,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29894,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,2/9/2022
OM449323,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,1/31/2022,BA.1.15,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,MS-CDC-ASC210587084,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29793,GenBank,complete,,USA: Mississippi,USA,MS,Homo sapiens,,1/6/2022
MW987993,Severe acute respiratory syndrome coronavirus 2,"Schmedes,S., Blanton,J.","FLDOH, BPHL",USA,4/21/2021,B.1.526,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,FL-BPHL-2344,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29786,GenBank,complete,,USA: FL,USA,FL,Homo sapiens,,3/31/2021
OY535123,Severe acute respiratory syndrome coronavirus 2,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,7/27/2023,AY.6,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29890,GenBank,complete,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,10/14/2021
OP294642,Severe acute respiratory syndrome coronavirus 2,"Linares-Perdomo,O.J.","Utah Public Health Laboratory Infectious Disease submission group, Utah Public Health Laboratory",USA,8/24/2022,BA.5.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,UT-UPHL-220812615709,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29729,GenBank,complete,,USA,USA,,Homo sapiens,,6/27/2022
OM565143,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2/7/2022,BA.1.15,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,TX-CDC-ASC210682381,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29794,GenBank,complete,,USA: Texas,USA,TX,Homo sapiens,,1/24/2022
OW111612,Severe acute respiratory syndrome coronavirus 2,,"Science Park of Comenius University of Bratislava, Ilkovicova 8, 841 04 Bratislava",Slovakia,3/9/2022,BA.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,RNA,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29867,GenBank,complete,,Slovakia,Slovakia,,Homo sapiens,,1/28/2022
MZ187262,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,5/13/2021,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,GA-CDC-ASC210073120,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29880,GenBank,complete,,USA: Georgia,USA,GA,Homo sapiens,oronasopharynx,4/16/2021
OX496038,Severe acute respiratory syndrome coronavirus 2,,"Kelvin Laboratories, Royal Hospitals site, Grosvenor Road, Belfast, BT12 6BA; and: Genomics Core Technology Unit, Queens University Belfast, 97 Lisburn Road, Belfast Bt9 7Bl",,5/1/2023,AY.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29890,GenBank,complete,,United Kingdom:Northern_Ireland,United Kingdom,,Homo sapiens,,9/8/2021
MW863082,Severe acute respiratory syndrome coronavirus 2,"Tao,Y., Zhang,J., Li,Y., Lynch,B., Kelleher,A., Queen,K., Uehara,A., Cook,P., Ng,H.J., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,4/5/2021,B.1.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,TN-CDC-4041727-001,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29804,GenBank,complete,,USA: Tennessee,USA,TN,Homo sapiens,oronasopharynx,11/27/2020
MZ591580,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,7/20/2021,B.1.617.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,FL-CDC-LC0089675,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29707,GenBank,complete,,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,7/1/2021
ON348546,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,4/26/2022,BA.2.3,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,NJ-CDC-LC0579998,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29727,GenBank,complete,,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,4/8/2022
OR301714,Severe acute respiratory syndrome coronavirus 2,"Scotch,M., Lauer,K., Wieben,E.D., Cherukuri,Y., Cunningham,J.M., Klee,E.W., Harrington,J.J., Lau,J.S., McDonough,S.J., Mutawe,M., O'Horo,J.C., Rentmeester,C.E., Schlicher,N.R., White,V.T., Schneider,S.K., Vedell,P.T., Wang,X., Yao,J.D., Pritt,B.S., Norgan,A.P., Wieben,E., Cunningham,J., Klee,E., Harrington,J., Lau,J., McDonough,S., O'Horo,J., Rentmeester,C., Schlicher,N., Yao,J., White,V., Schneider,S., Vedell,P., Pritt,B., Norgan,A.","Mayo Clinic, Quantitative Health Sciences",USA,7/20/2023,B.1.1.337,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,Mayo15461,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29815,GenBank,complete,,USA,USA,,Homo sapiens,,9/12/2020
OY947667,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,12/9/2023,AY.4.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29896,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020
OV445247,Severe acute respiratory syndrome coronavirus 2,,"Science Park of Comenius University of Bratislava, Ilkovicova 8, 841 04 Bratislava",Slovakia,1/13/2022,AY.122,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,RNA,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29890,GenBank,complete,,Slovakia,Slovakia,,Homo sapiens,,12/2/2021
OX757804,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/18/2023,unclassifiable,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,7/11/2022
OX717460,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/18/2023,AY.98,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29891,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,11/13/2021
OR302051,Severe acute respiratory syndrome coronavirus 2,"Scotch,M., Lauer,K., Wieben,E.D., Cherukuri,Y., Cunningham,J.M., Klee,E.W., Harrington,J.J., Lau,J.S., McDonough,S.J., Mutawe,M., O'Horo,J.C., Rentmeester,C.E., Schlicher,N.R., White,V.T., Schneider,S.K., Vedell,P.T., Wang,X., Yao,J.D., Pritt,B.S., Norgan,A.P., Wieben,E., Cunningham,J., Klee,E., Harrington,J., Lau,J., McDonough,S., O'Horo,J., Rentmeester,C., Schlicher,N., Yao,J., White,V., Schneider,S., Vedell,P., Pritt,B., Norgan,A.","Mayo Clinic, Quantitative Health Sciences",USA,7/20/2023,B.1.240,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,Mayo15804,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29829,GenBank,complete,,USA,USA,,Homo sapiens,,8/16/2020
FR996751,Severe acute respiratory syndrome coronavirus 2,"Meredith,L.W., Torok,E., Hosmillo,M., Hamilton,W.L., Curran,M.D., Feltwell,T., Hall,G., Yakovleva,A., Khokhar,F.A., Houldcroft,C.J., Caller,L.G., Jahun,A.S., Caddy,S.L., Goodfellow,I., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,4/7/2021,B.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29783,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,3/16/2020
OX937475,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/21/2023,AY.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29889,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,11/3/2021
OV194661,Severe acute respiratory syndrome coronavirus 2,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,12/15/2021,AY.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29878,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020
OX706581,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/18/2023,BA.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29876,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,3/21/2022
OM234021,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,1/12/2022,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-FG-229259,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29811,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,12/31/2021
OK233465,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,9/22/2021,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,MD-CDC-LC0072826,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29698,GenBank,complete,,USA: Maryland,USA,MD,Homo sapiens,oronasopharynx,6/14/2021
